utterance,hat
"Yeah , I deleted all that superstitious crap . What a waste of bandwidth !",red
"Don't be so happy , it is just one of my tests ! __eou__",white
"I am sorry , sir . Your fish will be ready in five minutes so you can't change it .",red
To whom should I report ?,white
Of course I have plenty of time . What's new ?,white
do you have any other questions ?,black
"That sounds good . They have a movie theatre there , so if we get bored , we can watch a movie .",black
wonderful ! I'll start packing our suitcases . __eou__,white
That can easily be arranged . I will arrange a comfortable meeting room for them . Anything else ?,black
I've been working too .,white
"Kenvir ? Hi , it's Alice . I'm very sorry that I have a big favor to ask you again .",white
"Oh , I'm very sorry about that . You can change it for another one if you prefer .",red
B :: I'm such a fool that duplication of effort is only a waste time to me .,red
It is time to butter him up .,white
But I don't think I'll ever show my liking to math . __eou__,red
A trip to China for summer vacation . Wow ! What a wonderful surprise ! Thank you . This is the best surprise I've ever had . __eou__,white
"Sorry , sir . We have only tables in the main dinning room left . __eou__",red
Come on ! It ’ ll be fun . We play every other Saturday afternoon from May until August .,yellow
Look at the flowers over there . What are they ?,green
"Well , I was just wondering . . . you see , I know I ’ Ve used up all my vacation days this year , but my sister is getting married , and the wedding is overseas , and , well . . .",black
"I know girls love this kind of car . Look , it's got a sunroof ! Imagine ... a cool , starry night ...",black
"If you open up a card , you can save 10 % on all your purchases today .",green
"why not ? It's their children , too .",white
You are so lucky !,white
"What's more , it's not always so safe for us to pay online as hackers might steal the user name and password .",green
All right . May I have your name ?,white
"You know , all I was trying to do was tell the truth but they obviously didn ’ t take it that way .",red
"I'm sorry , I haven't decided yet.Do you mind giving me a couple of minutes ?",red
"Why ? I mean , why did she part company with you after seven years together ?",white
Yes.We will need milk powder and bassinet . __eou__,white
What a shame ! I didn't see them .,red
OK . Let ’ s go ! __eou__,yellow
"Ideally , I ’ d like to have a job that will allow me to work from home several days a week . I ’ m the kind of person who can set priorities , work well independently , and set my own pace . I actually successfully worked from home for several months in my current job when a problematic pregnancy forced me to stay in bed . But I realize that many employers do not have experience with employees who work from home , and I have , of course , performed very successfully in a traditional office setting .",green
Take my word for it .,yellow
"Let's go to the theater and buy two tickets now , shall we ?",white
My daughter . She is missing . I don ’ t know where she is .,red
Wonderful ! __eou__,white
What does that mean ?,red
"You need to free your disk space . The simplest way is to use a Disk-Cleanup tool to remove temporary files and in store programs that you no longer use . Things should be fine next time you start . You also need to control what starts up . There is a program calls Start-up Delayer , It can help to set after how much time programs should be loaded after Windows boosts . For example , you can choose to set your Fox Mail program to load 30 seconds after Windows starts up .",black
"Well , the style is quite good , but I think it's too showy . I would like to try on the lighter one . __eou__",green
You !,red
"Yes , after my graduation , I worked in a trade company in Macao for one year .",black
"I really don't know how to break this to you , but it ’ s eating me alive !",red
I am not good at it by any means . Give me some advice .,yellow
"Ok , under this contract , we ’ ll supply you with 600 dozen T-shirts , S , M and L equally assorted , at USD 100 per dozen , CFR London . Shipment in July . Payment by irrevocable sight LC .",white
Sure . I think it ’ s a fantastic place to go .,white
"Mary , can I get Josh or you something to drink ?",yellow
"They could generally be divided into two categories , direct and indirect contaminant sources .",black
What did you dislike the most ?,white
"Yes , and I'm a very good driver .",white
I'm really tired of my job in the bank . I'm thinking about changing it .,red
"Very badly , doctor .",red
Not much . But there is a lot of traffic . I can't stand the noise sometimes ! Where do you live ?,black
Great ! I will apply for a credit card when I go to the bank later .,yellow
